0.1,0.02,0.1,0.03,0.5,0.5,0.05,0.05,0.03,0.03,0.03,0.03,0.6,0.6
0,0,0.95,0.4,0.6,0.6,0.6,0.6,0.6,0.6,0.25,0.53,0.6,0.6
0,0,0,0,1,1,0.5,0.4,1,1,0.68,0.68,1,0.8
0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.2,0.4,0.6,0.6
0,0,0,0,0,0,0,0,0.6,0.4,0.1,0.05,0.68,0.68
0,0,0,0,0,0,0,0,0,0,0.7,0.42,0.68,0.68
0,0,0,0,0,0,0,0,0,0,0,0,1.16,1.16
